Date,HDFCBANK.NS,ICICIBANK.NS
2021-06-10,701.4072265625,619.3869018554688
2021-06-11,703.9171752929688,614.8411254882812
2021-06-14,700.6495361328125,614.3092041015625
2021-06-15,705.7642211914062,624.1260986328125
2021-06-16,703.0885009765625,619.0966796875
2021-06-17,694.3270263671875,612.229736328125
2021-06-18,700.8152465820312,609.715087890625
2021-06-21,705.0302124023438,610.537109375
2021-06-22,702.7096557617188,610.1502685546875
2021-06-23,703.5147705078125,604.2020874023438
2021-06-24,713.3416748046875,613.2452392578125
2021-06-25,717.5328979492188,627.7047119140625
2021-06-28,714.3361206054688,628.9620971679688
2021-06-29,714.4313354492188,619.0966796875
2021-06-30,712.4573974609375,610.19873046875
2021-07-01,707.154052734375,610.1502685546875
2021-07-02,704.1337280273438,619.2418823242188
2021-07-05,711.2919921875,626.5924072265625
2021-07-06,729.9608764648438,628.9620971679688
2021-07-07,732.2440185546875,632.5406494140625
2021-07-08,723.1830444335938,620.8377685546875
2021-07-09,714.407470703125,617.59765625
2021-07-12,707.2728881835938,625.044921875
2021-07-13,714.3361206054688,643.13134765625
2021-07-14,713.052001953125,642.5509643554688
2021-07-15,723.302001953125,645.5493774414062
2021-07-16,724.0867309570312,638.6339721679688
2021-07-19,699.6627807617188,634.3783569335938
2021-07-20,686.416259765625,620.8377685546875
2021-07-22,689.0560302734375,634.4266967773438
2021-07-23,686.2260131835938,654.447509765625
2021-07-26,682.3258056640625,654.544189453125
2021-07-27,684.799072265625,655.2213134765625
2021-07-28,674.1210327148438,662.57177734375
2021-07-29,674.5728759765625,666.888427734375
2021-07-30,678.47314453125,662.038330078125
2021-08-02,676.6657104492188,660.9713134765625
2021-08-03,682.3970947265625,669.7014770507812
2021-08-04,696.95166015625,693.2245483398438
2021-08-05,706.2503662109375,681.3901977539062
2021-08-06,709.9603271484375,676.734130859375
2021-08-09,715.311279296875,681.7781982421875
2021-08-10,717.0948486328125,679.88671875
2021-08-11,711.0543212890625,672.757080078125
2021-08-12,714.1221313476562,680.3231201171875
2021-08-13,725.9179077148438,683.6697998046875
2021-08-16,728.0107421875,681.5842895507812
2021-08-17,720.42431640625,680.1776733398438
2021-08-18,719.6395263671875,667.6644287109375
2021-08-20,720.471923828125,660.2923583984375
2021-08-23,725.1569213867188,662.2322998046875
2021-08-24,741.447509765625,673.6300659179688
2021-08-25,740.7578735351562,670.3319702148438
2021-08-26,739.5211791992188,677.8496704101562
2021-08-27,736.5009765625,678.7711791992188
2021-08-30,745.9185180664062,692.2545166015625
2021-08-31,752.1731567382812,697.4925537109375
2021-09-01,751.0792236328125,698.317138671875
2021-09-02,755.7879638671875,703.4097290039062
2021-09-03,749.62841796875,702.5851440429688
2021-09-06,744.7056274414062,699.5296020507812
2021-09-07,746.3941650390625,695.4070434570312
2021-09-08,749.7949829101562,699.3355712890625
2021-09-09,746.0850219726562,698.6566162109375
2021-09-13,739.8779296875,686.1917724609375
2021-09-14,736.5485229492188,686.2402954101562
2021-09-15,735.716064453125,692.9334106445312
2021-09-16,741.970703125,705.398193359375
2021-09-17,752.5298461914062,698.5595703125
2021-09-20,741.9231567382812,688.7138671875
2021-09-21,738.16552734375,690.5083618164062
2021-09-22,729.4852294921875,682.26318359375
2021-09-23,746.7508544921875,695.5040283203125
2021-09-24,761.7572631835938,701.2756958007812
2021-09-27,772.9585571289062,708.1142578125
2021-09-28,768.1784057617188,695.6494750976562
2021-09-29,758.0948486328125,688.2288208007812
2021-09-30,758.6179809570312,679.8381958007812
2021-10-01,752.7914428710938,671.5929565429688
2021-10-04,754.2421875,679.2077026367188
2021-10-05,758.8558959960938,676.2005615234375
2021-10-06,768.1070556640625,668.8285522460938
2021-10-07,766.0142211914062,681.147705078125
2021-10-08,762.2804565429688,682.3117065429688
2021-10-11,777.0966186523438,691.9149169921875
2021-10-12,775.098876953125,687.3558349609375
2021-10-13,779.7601928710938,688.6653442382812
2021-10-14,802.5906982421875,705.4952392578125
2021-10-18,794.4573974609375,723.10107421875
2021-10-19,803.2090454101562,725.0411376953125
2021-10-20,796.1458740234375,723.4890747070312
2021-10-21,797.3111572265625,732.8497314453125
2021-10-22,799.4276733398438,736.5358276367188
2021-10-25,788.13134765625,816.4654541015625
2021-10-26,786.1099243164062,804.5341796875
2021-10-27,781.3773193359375,809.9663696289062
2021-10-28,757.9758911132812,774.7545776367188
2021-10-29,752.8628540039062,778.004150390625
2021-11-01,763.5408935546875,779.7987060546875
2021-11-02,764.2305908203125,776.9371337890625
2021-11-03,752.1969604492188,762.3868408203125
2021-11-04,758.1423950195312,758.6522827148438
2021-11-08,761.138916015625,756.7607421875
2021-11-09,747.8211059570312,762.9688720703125
2021-11-10,739.7352294921875,757.48828125
2021-11-11,736.4296264648438,748.3215942382812
2021-11-12,738.6650390625,753.317138671875
2021-11-15,740.6865234375,750.1161499023438
2021-11-16,736.286865234375,741.1433715820312
2021-11-17,728.1058959960938,738.4758911132812
2021-11-18,732.1964111328125,740.0278930664062
2021-11-22,720.75732421875,729.4546508789062
2021-11-23,720.8524780273438,729.3091430664062
2021-11-24,722.0415649414062,737.4088745117188
2021-11-25,725.799072265625,728.533203125
2021-11-26,708.65234375,700.5481567382812
2021-11-29,714.05078125,696.8619995117188
2021-11-30,710.3883666992188,692.9334106445312
2021-12-01,715.66796875,705.8831787109375
2021-12-02,725.7039184570312,700.7421264648438
2021-12-03,719.9011840820312,694.8250122070312
2021-12-06,715.2637329101562,688.27734375
2021-12-07,725.6801147460938,712.6248168945312
2021-12-08,739.045654296875,730.812744140625
2021-12-09,726.2271728515625,732.36474609375
2021-12-10,724.1818237304688,735.2747802734375
2021-12-13,718.7596435546875,731.394775390625
2021-12-14,714.62158203125,735.9053955078125
2021-12-15,713.456298828125,729.6972045898438
2021-12-16,713.5037841796875,718.9300537109375
2021-12-17,700.6378784179688,706.4652099609375
2021-12-20,678.0926513671875,688.6653442382812
2021-12-21,685.774169921875,698.7535400390625
2021-12-22,687.3912963867188,710.830322265625
2021-12-23,686.8681030273438,709.375244140625
2021-12-24,684.394775390625,705.3012084960938
2021-12-27,690.0548706054688,713.9343872070312
2021-12-28,694.8113403320312,713.7403564453125
2021-12-29,691.505615234375,713.6433715820312
2021-12-30,695.1442260742188,713.6433715820312
2021-12-31,703.6581420898438,717.9600219726562
2022-01-03,722.8025512695312,741.77392578125
2022-01-04,727.03564453125,749.6795654296875
2022-01-05,744.3013305664062,764.423828125
2022-01-06,732.36279296875,761.5137939453125
2022-01-07,737.499755859375,769.4679565429688
2022-01-10,741.5902709960938,786.443359375
2022-01-11,744.80078125,786.3463745117188
2022-01-12,740.4011840820312,799.0535888671875
2022-01-13,726.7740478515625,799.9751586914062
2022-01-14,734.9313354492188,795.4160766601562
2022-01-17,723.6824951171875,794.7369384765625
2022-01-18,727.36865234375,798.4230346679688
2022-01-19,722.2317504882812,784.3577880859375
2022-01-20,717.7369995117188,785.9583129882812
2022-01-21,723.72998046875,780.3806762695312
2022-01-24,707.1065063476562,774.5121459960938
2022-01-25,707.7724609375,777.6161499023438
2022-01-27,701.54150390625,770.8260498046875
2022-01-28,695.9766235351562,757.7307739257812
2022-01-31,706.6547241210938,765.1513671875
2022-02-01,712.0294189453125,786.0068359375
2022-02-02,728.2960815429688,789.3533325195312
2022-02-03,720.75732421875,784.6973266601562
2022-02-04,724.87158203125,780.9142456054688
2022-02-07,698.3073120117188,762.8233642578125
2022-02-08,695.3107299804688,768.740478515625
2022-02-09,712.3147583007812,778.731689453125
2022-02-10,725.3947143554688,781.3507690429688
2022-02-11,722.4219970703125,767.0914306640625
